"TC_ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","Gene_Symbol"
"TC11000548.hg.1",-2.11814527878788,5.25415863131313,-5.5232462320824,1.03282379760769e-07,1.32360226564941e-06,7.2335641569484,"SCGB2A1"
"TC11000549.hg.1",-2.31415504848485,5.49376376262626,-6.13307127030176,4.5655978831122e-09,7.99353673065347e-08,10.245609492926,"SCGB1D2"
"TC11000550.hg.1",-2.20656172727273,5.78540243939394,-5.35916641632995,2.3023218143932e-07,2.72153270728213e-06,6.46210006803845,"SCGB2A2"
"TC11000721.hg.1",-1.09639765454546,6.25803056060606,-7.77109624896935,4.0700784317161e-13,1.89087049565161e-11,19.313258647626,"ANO1"
"TC11000837.hg.1",-1.10255993939394,6.12111144444445,-3.51499978030395,0.000544482848816917,0.00252583593159547,-0.90798939042477,"THRSP"
"TC11001396.hg.1",-1.45186755757576,5.33935997474748,-7.46153011159915,2.6028738664615e-12,1.0058217736135e-10,17.5039419194868,"SCUBE2"
"TC11001415.hg.1",-1.10969715151515,5.82106125252525,-3.43070674363601,0.000732006664613179,0.00325701521174716,-1.18224177634226,"LYVE1"
"TC11001505.hg.1",-1.06354842424242,4.39836243434344,-4.42043282308797,1.61838638006902e-05,0.00011830979857117,2.39643145370315,"MUC15"
"TC11001517.hg.1",1.35073405454545,3.9369681969697,8.01512681532442,9.17853679834111e-14,5.07286795164114e-12,20.7667906931622,"KIF18A"
"TC11001552.hg.1",-1.04740771515151,4.21418593434344,-11.1100394149549,1.27225442752015e-22,8.2314861460554e-20,40.7310956016206,"PAMR1"
"TC11002220.hg.1",-1.23437978181818,3.33813321212121,-7.46426192989348,2.56104178847063e-12,9.90742457752685e-11,17.5197320542106,"PGR"
"TC11002234.hg.1",2.54999389090909,5.05457687878788,7.07991220761964,2.42445040560623e-11,7.3099408274719e-10,15.3306950436749,"MMP1"
"TC11002235.hg.1",1.12552042424242,4.38372877777778,5.40317599065988,1.85991398237636e-07,2.24715973580826e-06,6.66733476414999,"MMP3"
"TC11002237.hg.1",1.67907193939394,3.92878443434343,5.73315962908919,3.61692147681021e-08,5.13334983515973e-07,8.24515517447601,"MMP12"
"TC11002239.hg.1",2.01766151515152,4.78291611111111,5.58388818674563,7.6481479419584e-08,1.01039079437689e-06,7.52299838957337,"MMP13"
"TC11002242.hg.1",-1.37332386666667,6.11379814141414,-7.79679809853578,3.48293837512891e-13,1.64551638654268e-11,19.4652460081776,"PDGFD"
"TC11002293.hg.1",1.05744235151515,4.92934544444444,8.52830003451107,3.73203110557624e-15,2.91466256543249e-13,23.8953066464596,"IL18"
"TC12000062.hg.1",1.27401799393939,4.12790138888889,7.49766363208344,2.10025705459731e-12,8.31647547789815e-11,17.7130561033004,"RAD51AP1"
"TC12000136.hg.1",1.13224586060606,4.12795218686868,4.96663667734899,1.46296107631529e-06,1.40676852992887e-05,4.68794158254844,"A2ML1"
"TC12000216.hg.1",-1.9873422909091,3.87644284848485,-9.15406437778621,6.69908418875056e-17,8.60545563284619e-15,27.8271834636778,"PIK3C2G"
"TC12000471.hg.1",-1.86663088484848,8.00352702020202,-3.91609980382281,0.000123623049035568,0.000701784455214954,0.476402033226163,"MUCL1"
"TC12000611.hg.1",1.46035396969697,9.15666106565657,8.16845366329548,3.55979087876255e-14,2.18872826628571e-12,21.691667657105,"LYZ"
"TC12000846.hg.1",-1.24714223636364,5.8545711969697,-7.23883800447672,9.64684241848667e-12,3.22428562975799e-10,16.2277674799302,"ACACB"
"TC12000886.hg.1",1.10839592727273,6.65430436363636,5.95640045703747,1.15194026061247e-08,1.83755446729639e-07,9.35030968062615,"OAS2"
"TC12001106.hg.1",1.38818572727273,5.78373516666667,7.80494377630857,3.31497215866075e-13,1.57322867796253e-11,19.5134703648529,"FOXM1"
"TC12001216.hg.1",1.41568761818182,5.8942065,6.75414379776993,1.54581836836141e-10,3.85487089080452e-09,13.5293328599679,"OLR1"
"TC12001290.hg.1",-1.18602444848485,3.03088044444445,-8.8009519040948,6.56916520927667e-16,6.22684459749756e-14,25.5937776902538,"RERGL"
"TC12001681.hg.1",-1.26710195757576,4.44833791414142,-5.39621298796185,1.92393255572897e-07,2.3173611550414e-06,6.6347804704182,"WIF1"
"TC12001837.hg.1",-1.63837075757576,6.95701558080808,-9.53148081115033,5.6222464533918e-18,9.91244216581374e-16,30.2524742420702,"NTN4"
"TC13000223.hg.1",1.13576403030303,5.22836644949495,11.533467380806,6.74309914187382e-24,6.01953899724515e-21,43.6099384438962,"CKAP2"
"TC13000468.hg.1",1.15032575151515,4.48615142929293,9.45133570556365,9.54439786571694e-18,1.56693020212119e-15,29.7343736074942,"SKA3"
"TC13000563.hg.1",-1.00409363636364,5.45005284848485,-6.5055142235349,6.13958834475074e-10,1.32694510829561e-08,12.1901703718973,"DCLK1"
"TC13000701.hg.1",1.07779663030303,3.99537188888889,7.77423725161437,3.99337872897411e-13,1.86259952449366e-11,19.3318187166411,"DIAPH3"
"TC13000748.hg.1",-1.03274202424242,5.99301561616161,-5.34544230076279,2.46013485916526e-07,2.88828309567303e-06,6.39835439086578,"EDNRB"
"TC13000763.hg.1",-1.16096318787879,5.62859634343434,-12.4667499098239,9.74930439406362e-27,2.54648219919463e-23,50.0183567534361,"SPRY2"
"TC13000829.hg.1",1.00522836969697,6.10270603535353,6.31890767678201,1.69319859259219e-09,3.28228269228639e-08,11.2064032442852,"GPR183"
"TC14000316.hg.1",1.1065754969697,4.37523818686869,8.03589555258418,8.07742748457742e-14,4.52457838359693e-12,20.8915558376403,"CDKN3"
"TC14000377.hg.1",-1.03943736969697,5.24983985858586,-8.4909633327648,4.7255785587851e-15,3.59118509376295e-13,23.664596598107,"RHOJ"
"TC14000678.hg.1",-1.51086052121212,6.42905380808081,-6.43319773610461,9.11608130950984e-10,1.88975132919037e-08,11.8067107338908,"SNORD114-3"
"TC14000988.hg.1",-1.7444414,4.32469913636364,-10.3709736944923,2.01653496967754e-20,6.83711998396968e-18,35.7671389547766,"NOVA1"
"TC14001155.hg.1",1.87724335151515,5.1580877020202,10.9938509305104,2.83700527908898e-22,1.65350515121646e-19,39.9451688351815,"DLGAP5"
"TC14001443.hg.1",-1.09707782424242,6.47636481313131,-6.79410882043198,1.2349200523988e-10,3.1417845185902e-09,13.7475267973932,"FBLN5"
"TC14002207.hg.1",1.04593175757576,8.00399752525253,4.65584915400425,5.88859070510586e-06,4.84179879090801e-05,3.35792847369979,"IGHG4"
"TC14002211.hg.1",-1.37648328484849,9.8804232020202,-5.90133381469342,1.53163433285822e-08,2.38076808587526e-07,9.07495297556146,"IGHA1"
"TC15000045.hg.1",-1.19650566060606,4.63927740404041,-7.14002340134764,1.71322246331653e-11,5.3650793863442e-10,15.6686273970228,"SNORD64"
"TC15000223.hg.1",1.32233482424243,5.39103832323232,10.5486719039146,6.01422575114099e-21,2.45168348351281e-18,36.9525218602074,"ARHGAP11A"
"TC15000306.hg.1",1.88076056969697,5.9589562020202,12.2413796937148,4.75977607103131e-26,9.59067679592403e-23,48.4645575554957,"NUSAP1"
"TC15000368.hg.1",-1.2840737030303,4.48242006565656,-8.89386190571667,3.61539550907996e-16,3.71133242338932e-14,26.1778641313202,"SEMA6D"
"TC15000441.hg.1",1.04034169090909,3.77564377272727,5.27421299121464,3.46398895779958e-07,3.92498221836278e-06,6.06947368735407,"AQP9"
"TC15000449.hg.1",1.55308133333334,4.65889517171717,8.99019813274143,1.94119660779194e-16,2.12576099955451e-14,26.7862177722944,"CCNB2"
"TC15000638.hg.1",1.57302181212121,5.56648066161616,9.05931250558491,1.24047197355332e-16,1.45472055410071e-14,27.2243371896085,"KIF23"
"TC15000846.hg.1",1.2014122969697,4.98101097474747,8.69669555363775,1.27992528549069e-15,1.11533506195494e-13,24.9415238391489,"FANCI"
"TC15000850.hg.1",1.12917491515152,4.36377042929293,7.31030189455488,6.35075561628499e-12,2.22049746319914e-10,16.6349069270078,"TICRR"
"TC15000868.hg.1",1.0544475030303,4.27362461616161,8.59155337460986,2.49937312824817e-15,2.02368876146321e-13,24.2872116822661,"BLM"
"TC15000953.hg.1",-1.15343355757576,7.07244261111111,-7.09913303307947,2.1700614230108e-11,6.61648256528279e-10,15.4385671724034,"SYNM"
"TC15001719.hg.1",1.239702,4.66575481818182,7.36133577856801,4.70519882822755e-12,1.69731323254778e-10,16.9270503313125,"BCL2A1"
"TC15001834.hg.1",-1.2701852969697,6.44051931313131,-4.98072239433146,1.37139077404878e-06,1.32740312322595e-05,4.74981424496552,"PLIN1"
"TC15001858.hg.1",1.52163072727273,5.92399078787879,9.02686295100572,1.53098514054605e-16,1.73584670525288e-14,27.0184664380939,"PRC1"
"TC15002760.hg.1",1.24602718181818,4.75357271212121,10.546783837866,6.0922134917915e-21,2.46920213840007e-18,36.9398978493772,"ARHGAP11B"
"TC16000258.hg.1",1.36963497575758,6.3000912979798,10.0455038228946,1.82101830494945e-19,4.88302942661407e-17,33.6113585349,"PLK1"
"TC16000634.hg.1",1.05308531515151,5.32086318686869,9.58518517171617,3.94016960237338e-18,7.21746963293968e-16,30.6005373059981,"CENPN"
"TC16000898.hg.1",-1.75156318787879,7.03954576767677,-9.31410590773849,2.3532110191325e-17,3.43208383503282e-15,28.8510459449267,"MYH11"
"TC16001083.hg.1",1.15253175151515,4.33054236868687,8.72078523893292,1.09744044470478e-15,9.83415406377572e-14,25.0919330152892,"SHCBP1"
"TC16001249.hg.1",-2.60547072727273,4.33260263636364,-9.21224374310639,4.58342904705397e-17,6.16864821918677e-15,28.1985806108837,"TAT"
"TC16001335.hg.1",1.07568151515152,6.35086844444445,7.37373862747822,4.37370998765019e-12,1.5923962284928e-10,16.9982244319885,"SLC7A5"
"TC17000406.hg.1",1.43917041818182,5.94566337878788,5.55430665683938,8.85769260229607e-08,1.15210449168522e-06,7.3815230175882,"CCL18"
"TC17000495.hg.1",1.25358927272727,4.71786630303031,8.40310962374873,8.22001430633864e-15,5.87335429509544e-13,23.1235815843367,"CDC6"
"TC17000693.hg.1",-1.1291100969697,5.02408646464647,-14.1739927022633,5.53969168453604e-32,5.58108109526479e-28,61.8487867975754,"HLF"
"TC17000718.hg.1",1.6400982,5.23855428787879,10.1371239904844,9.82191108578299e-20,2.79302675605917e-17,34.2160998339713,"PRR11"
"TC17001243.hg.1",-1.09593616969697,6.93491970707071,-6.25202922028897,2.42476003295179e-09,4.5130998100781e-08,10.8584259080318,"MFAP4"
"TC17001462.hg.1",2.44395686666667,6.10556993434344,11.8916737707896,5.53099055655505e-25,7.64827543176337e-22,46.0608161486618,"TOP2A"
"TC17001513.hg.1",-1.10766908484848,6.75388194444444,-4.90930008253362,1.9007025956516e-06,1.77095057673587e-05,4.43749392220364,"KRT14"
"TC17001682.hg.1",1.12053321212121,8.91782052525252,7.41721023693318,3.3839067151822e-12,1.26803003865459e-10,17.2482204244035,"COL1A1"
"TC17001769.hg.1",1.29595661212121,4.47548357070707,7.73873775970881,4.95019472444584e-13,2.2508225825409e-11,19.1222845406296,"BRIP1"
"TC17001825.hg.1",-1.97207664242425,4.93101728282828,-7.31977210159253,6.00748662375075e-12,2.11515716009373e-10,16.6890317139102,"ABCA8"
"TC17001826.hg.1",-2.03942476363637,4.0400153030303,-10.8487020425665,7.70501086622705e-22,3.93640601480858e-19,38.9660542748624,"ABCA9"
"TC17001827.hg.1",-1.84650450909091,4.91379872727273,-7.43747180873847,3.00166389045007e-12,1.13932369508186e-10,17.3650221374076,"ABCA6"
"TC17001829.hg.1",-2.07476163636364,3.20951451515152,-13.653631051882,2.21340234848231e-30,1.56095773822018e-26,58.2380133894245,"ABCA10"
"TC17002860.hg.1",1.38915187272727,7.80516959090909,10.44132197958,1.2499392665532e-20,4.61515533482364e-18,36.2357430289917,"KPNA2"
"TC18000006.hg.1",1.11411007272728,6.5133473030303,7.49266179117143,2.16364151961386e-12,8.54347653346741e-11,17.6840757315663,"TYMS"
"TC18000009.hg.1",1.81408376969697,4.60338435353536,9.51533346070425,6.25564872709277e-18,1.08661851029745e-15,30.1479603444598,"NDC80"
"TC18000103.hg.1",-1.2911314969697,5.37160005555555,-9.34240819557348,1.95436125942982e-17,2.88341880959768e-15,29.0328231181769,"LAMA3"
"TC19000020.hg.1",-1.27073068484849,7.58310558080808,-5.89029502105953,1.62131454487634e-08,2.50361212280083e-07,9.01996893538142,"CFD"
"TC19000202.hg.1",-1.36712586666667,6.30308414141414,-10.6222648641268,3.6381250574009e-21,1.60011505409094e-18,37.4450521068939,"CNN1"
"TC19000789.hg.1",1.57915998787879,6.38230956565657,9.37601473748742,1.56716871078658e-17,2.39742817767467e-15,29.248940276033,"FPR3"
"TC19002629.hg.1",1.3649732060606,9.223846489899,8.73137794817757,1.02560790883075e-15,9.26106870095664e-14,25.1581287026082,"IFI30"
"TC20000198.hg.1",2.16948447272727,6.36667284848485,11.5573644244322,5.70934072277063e-24,5.37763495608629e-21,43.7730374567654,"TPX2"
"TC20000416.hg.1",-1.53962037575758,5.54631280808081,-9.0927100380817,9.98616669280057e-17,1.20798359121162e-14,27.4365359249524,"TSHZ2"
"TC21000077.hg.1",-1.19724816969697,5.80525449494949,-8.85757054323462,4.56661992914323e-16,4.57459854066716e-14,25.9494041187923,"JAM2"
"TC21000281.hg.1",-1.09986055757575,4.12626965656566,-9.542185369222,5.23792834740319e-18,9.28126685537475e-16,30.3217950955087,"ANKRD20A11P"
"TC21000346.hg.1",-1.35729777575758,5.67707552020202,-9.75980694112994,1.2343529115371e-18,2.65419663231521e-16,31.7370499032856,"ADAMTS5"
"TC21000363.hg.1",-1.28426755151516,3.40771285858586,-5.03765642693415,1.05468421132322e-06,1.0599899477718e-05,5.00128309046853,"CLDN8"
"TC21001069.hg.1",1.33995531515152,5.46979173232323,8.04076993049471,7.83857691878536e-14,4.40478055811554e-12,20.9208614944238,"SAMSN1"
"TC6_apd_hap1000092.hg.1",-1.5720603030303,5.83561120202021,-9.39437375084259,1.3889257283299e-17,2.19114174200862e-15,29.3671273804875,"TNXB"
"TC6_apd_hap1000126.hg.1",1.07554666060606,5.63624082323232,4.92551436096961,1.76547512302333e-06,1.65743613020466e-05,4.50808841355503,"UBD"
"TC6_cox_hap2000249.hg.1",1.00850409696969,5.62419671717172,4.77704827098418,3.4475786872216e-06,3.00610276655452e-05,3.86852192112716,"UBD"
"TC6_cox_hap2000260.hg.1",-1.12599328484848,5.89279765656566,-9.94157720222667,3.66044633724403e-19,9.18667818652885e-17,32.9274991313273,"TNXB"
"TC6_dbb_hap3000237.hg.1",-1.16967584848485,5.85312633838384,-9.87393897570023,5.75891589114186e-19,1.35378675130333e-16,32.48366834218,"TNXB"
"TC6_mann_hap4000149.hg.1",-1.36910357575757,5.69171223232323,-10.1455790719074,9.2771772528988e-20,2.6813703746155e-17,34.2719935921725,"TNXB"
"TC6_mann_hap4000198.hg.1",1.07554666060606,5.63624082323232,4.92551436096961,1.76547512302333e-06,1.65743613020466e-05,4.50808841355503,"UBD"
"TC6_mcf_hap5000200.hg.1",-1.16925737575758,5.84484979292929,-9.89418838767272,5.0288218601062e-19,1.19409967690327e-16,32.6164369951806,"TNXB"
"TC6_mcf_hap5000215.hg.1",1.06655053939394,5.63686796464646,4.79603109743413,3.16743961937405e-06,2.78942737608786e-05,3.94943672738146,"UBD"
"TC6_qbl_hap6000173.hg.1",-1.17064952727274,6.08241954545454,-9.79317766854534,9.88009818265618e-19,2.20498153207425e-16,31.9550479930529,"TNXB"
"TC6_qbl_hap6000227.hg.1",1.07554666060606,5.63624082323232,4.92551436096961,1.76547512302333e-06,1.65743613020466e-05,4.50808841355503,"UBD"
"TC6_ssto_hap7000153.hg.1",-1.1478587030303,6.02088192929293,-9.61215634979817,3.29504575082111e-18,6.2635178297886e-16,30.7756047108871,"TNXB"
