"","logFC","AveExpr","t","P.Value","adj.P.Val","B","TC_ID"
"TC11002235.hg.1",1.12552042424242,4.38372877777778,5.40317599065988,1.85991398237636e-07,2.24715973580826e-06,6.66733476414999,"TC11002235.hg.1"
"TC01006233.hg.1",1.0166087030303,4.62262946464646,5.29471208942458,3.14012666982495e-07,3.59422454890622e-06,6.16378354067982,"TC01006233.hg.1"
"TC15000441.hg.1",1.04034169090909,3.77564377272727,5.27421299121464,3.46398895779958e-07,3.92498221836278e-06,6.06947368735407,"TC15000441.hg.1"
"TC01003500.hg.1",1.15166038787879,5.28411759595959,5.22217184595262,4.43898325744854e-07,4.88683134975091e-06,5.83128673184149,"TC01003500.hg.1"
"TC06004113.hg.1",1.11002385454545,4.43132821212121,5.08050483678387,8.64356496136294e-07,8.87292768224452e-06,5.19199039323503,"TC06004113.hg.1"
"TC12000136.hg.1",1.13224586060606,4.12795218686868,4.96663667734899,1.46296107631529e-06,1.40676852992887e-05,4.68794158254844,"TC12000136.hg.1"
"TC6_apd_hap1000126.hg.1",1.07554666060606,5.63624082323232,4.92551436096961,1.76547512302333e-06,1.65743613020466e-05,4.50808841355503,"TC6_apd_hap1000126.hg.1"
"TC6_mann_hap4000198.hg.1",1.07554666060606,5.63624082323232,4.92551436096961,1.76547512302333e-06,1.65743613020466e-05,4.50808841355503,"TC6_mann_hap4000198.hg.1"
"TC6_qbl_hap6000227.hg.1",1.07554666060606,5.63624082323232,4.92551436096961,1.76547512302333e-06,1.65743613020466e-05,4.50808841355503,"TC6_qbl_hap6000227.hg.1"
"TC08002364.hg.1",1.02406752121212,4.53966887373737,4.90070919673321,1.97636023433859e-06,1.83562297914211e-05,4.40016422353337,"TC08002364.hg.1"
"TC6_mcf_hap5000215.hg.1",1.06655053939394,5.63686796464646,4.79603109743413,3.16743961937405e-06,2.78942737608786e-05,3.94943672738146,"TC6_mcf_hap5000215.hg.1"
"TC6_cox_hap2000249.hg.1",1.00850409696969,5.62419671717172,4.77704827098418,3.4475786872216e-06,3.00610276655452e-05,3.86852192112716,"TC6_cox_hap2000249.hg.1"
"TC04000475.hg.1",1.12780946666666,3.88167307070707,4.77114600820932,3.53945687768086e-06,3.07746415219686e-05,3.84341513670434,"TC04000475.hg.1"
"TC14002207.hg.1",1.04593175757576,8.00399752525253,4.65584915400425,5.88859070510586e-06,4.84179879090801e-05,3.35792847369979,"TC14002207.hg.1"
"TC06001355.hg.1",1.19116136363636,6.73023459090909,4.6102665738653,7.18335017576306e-06,5.77773043391125e-05,3.16861373405172,"TC06001355.hg.1"
"TC01003209.hg.1",1.04053771515151,2.34670285353535,4.55437106564328,9.14794635434395e-06,7.15312807126509e-05,2.93851578273998,"TC01003209.hg.1"
"TC04000432.hg.1",1.30305293939394,5.04618893434343,4.53386561981296,9.99094594865162e-06,7.74787201601889e-05,2.85467261983276,"TC04000432.hg.1"
"TC0X002142.hg.1",1.25601483636364,4.54387757575757,4.50296522152303,1.14039945223029e-05,8.72944649621588e-05,2.72890606663487,"TC0X002142.hg.1"
"TC01005754.hg.1",1.31603303030303,4.22502264646465,4.0668168897319,6.86475613839208e-05,0.000420245830857487,1.02971872507489,"TC01005754.hg.1"
"TC04000408.hg.1",1.01764883636364,3.96494642424243,4.05045479936836,7.32337481011335e-05,0.000444884453211839,0.968792446939642,"TC04000408.hg.1"
"TC11000510.hg.1",1.10099405454545,4.50653501515152,3.88358229537105,0.000140042757550567,0.000780544960937218,0.359362010905045,"TC11000510.hg.1"
